AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,State_ID,ID,Base Year,Base,Projected Year,Projection,Change,Percent Change,Average Annual Openings,MajorGroupCode,MajorGroup,MinorGroup,MinorGroupDescr,JobDescription,RJ_1,RJ_2,RJ_3,RJ_4,RJ_5,RJ_6,RJ_7,RJ_8,RJ_9,RJ_10,RJ_11,RJ_12,RJ_13,RJ_14,RJ_15,RJ_16,RJ_17,RJ_18,RJ_19,RJ_20,RJ_21,RJ_22,RJ_23,RJ_24,RJ_25,RJ_26,RJ_27,RJ_28,RJ_29,RJ_30,RJ_31,RJ_32,RJ_33,RJ_34,RJ_35,RJ_36,RJ_37,RJ_38,RJ_39,RJ_40,RJ_41,RJ_42,RJ_43,RJ_44,RJ_45,RJ_46,RJ_47,RJ_48,RJ_49,RJ_50,RJ_51,RJ_52,RJ_53,RJDescr_1,RJDescr_2,RJDescr_3,RJDescr_4,RJDescr_5,RJDescr_6,RJDescr_7,RJDescr_8,RJDescr_9,RJDescr_10,RJDescr_11,RJDescr_12,RJDescr_13,RJDescr_14,RJDescr_15,RJDescr_16,RJDescr_17,RJDescr_18,RJDescr_19,RJDescr_20,RJDescr_21,RJDescr_22,RJDescr_23,RJDescr_24,RJDescr_25,RJDescr_26,RJDescr_27,RJDescr_28,RJDescr_29,RJDescr_30,RJDescr_31,RJDescr_32,RJDescr_33,RJDescr_34,RJDescr_35,RJDescr_36,RJDescr_37,RJDescr_38,RJDescr_39,RJDescr_40,RJDescr_41,RJDescr_42,RJDescr_43,RJDescr_44,RJDescr_45,RJDescr_46,RJDescr_47,RJDescr_48,RJDescr_49,RJDescr_50,RJDescr_51,RJDescr_52,RJDescr_53,MajorGroupIndex,Education,EducationIndex,Training,TrainingIndex,Experience,ExperienceIndex,STEM,STEMIndex
0,USA, United States,35-3000,Food and Beverage Serving Workers,minor,7054960,0.3,,,10.3,21430,0.3,8.04,8.57,9.19,10.73,14.31,16730,17810,19110,22330,29770,,,0,0-35-3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
0,USA, United States,35-3010,Bartenders,broad,589150,0.9,,,11.59,24110,0.5,8.16,8.74,9.39,12.63,18.26,16980,18190,19530,26270,37980,,,0,0-35-3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
0,USA, United States,35-3011,Bartenders,detailed,589150,0.9,,,11.59,24110,0.5,8.16,8.74,9.39,12.63,18.26,16980,18190,19530,26270,37980,,,0,0-35-3011,2014,580900,2024,640900,60100,10.3,27830,35-0000,Food Preparation and Serving Related ,35-3000,Food and Beverage Serving Workers,"Mix and serve drinks to patrons, directly or through waitstaff.",35-3021,39-3011,39-3012,41-1011,41-2012,41-2031,43-3041,43-4081,51-3011,51-3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combined Food Preparation and Serving Workers, Including Fast Food",Gaming Dealers,Gaming and Sports Book Writers and Runners,First-Line Supervisors of Retail Sales Workers,Gaming Change Persons and Booth Cashiers,Retail Salespersons,Gaming Cage Workers,"Hotel, Motel, and Resort Desk Clerks",Bakers,Butchers and Meat Cutters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,35-3020,Fast Food and Counter Workers,broad,3703110,0.5,,,9.53,19820,0.3,7.99,8.5,9.11,9.94,11.82,16610,17680,18960,20670,24590,,,0,0-35-3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
0,USA, United States,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,3216460,0.6,,,9.47,19710,0.3,7.97,8.48,9.09,9.82,11.74,16570,17630,18910,20420,24420,,,0,0-35-3021,2014,3159700,2024,3503200,343500,10.9,136460,35-0000,Food Preparation and Serving Related ,35-3000,Food and Beverage Serving Workers,Perform duties which combine preparing and serving food and nonalcoholic beverages.,35-2011,35-2015,35-2021,35-3022,35-3031,35-3041,35-9031,39-3091,41-2011,43-5081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooks, Fast Food","Cooks, Short Order",Food Preparation Workers,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Waiters and Waitresses,"Food Servers, Nonrestaurant","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Amusement and Recreation Attendants,Cashiers,Stock Clerks and Order Fillers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,486650,2.1,,,9.9,20590,0.4,8.12,8.67,9.24,10.59,12.88,16890,18040,19230,22040,26780,,,0,0-35-3022,2014,481200,2024,510000,28900,6,31810,35-0000,Food Preparation and Serving Related ,35-3000,Food and Beverage Serving Workers,Serve food to diners at counter or from a steam table.,35-2011,35-2015,35-2021,35-3021,35-3031,35-3041,35-9011,35-9031,39-3031,41-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooks, Fast Food","Cooks, Short Order",Food Preparation Workers,"Combined Food Preparation and Serving Workers, Including Fast Food",Waiters and Waitresses,"Food Servers, Nonrestaurant",Dining Room and Cafeteria Attendants and Bartender Helpers,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Ushers, Lobby Attendants, and Ticket Takers",Cashiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,35-3030,Waiters and Waitresses,broad,2505630,0.5,,,11.07,23020,0.4,8.08,8.62,9.25,11.65,17.14,16810,17920,19250,24220,35640,,,0,0-35-3030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
0,USA, United States,35-3031,Waiters and Waitresses,detailed,2505630,0.5,,,11.07,23020,0.4,8.08,8.62,9.25,11.65,17.14,16810,17920,19250,24220,35640,,,0,0-35-3031,2014,2465100,2024,2534000,68900,2.8,125500,35-0000,Food Preparation and Serving Related ,35-3000,Food and Beverage Serving Workers,Take orders and serve food and beverages to patrons at tables in dining establishment.,35-2011,35-2021,35-3021,35-3022,35-3041,35-9011,35-9031,39-3031,41-2011,43-5081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooks, Fast Food",Food Preparation Workers,"Combined Food Preparation and Serving Workers, Including Fast Food","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop","Food Servers, Nonrestaurant",Dining Room and Cafeteria Attendants and Bartender Helpers,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Ushers, Lobby Attendants, and Ticket Takers",Cashiers,Stock Clerks and Order Fillers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,35-3040,"Food Servers, Nonrestaurant",broad,257070,1.4,,,11.06,23010,0.4,8.19,8.83,9.82,12,15.83,17030,18360,20420,24960,32920,,,0,0-35-3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
0,USA, United States,35-3041,"Food Servers, Nonrestaurant",detailed,257070,1.4,,,11.06,23010,0.4,8.19,8.83,9.82,12,15.83,17030,18360,20420,24960,32920,,,0,0-35-3041,2014,253100,2024,287000,33800,13.4,9600,35-0000,Food Preparation and Serving Related ,35-3000,Food and Beverage Serving Workers,"Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars.",35-2011,35-2021,35-3021,35-3022,35-3031,35-9011,35-9031,37-2011,39-2021,43-5081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooks, Fast Food",Food Preparation Workers,"Combined Food Preparation and Serving Workers, Including Fast Food","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Waiters and Waitresses,Dining Room and Cafeteria Attendants and Bartender Helpers,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Nonfarm Animal Caretakers,Stock Clerks and Order Fillers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,35-9000,Other Food Preparation and Serving Related Workers,minor,1361450,0.7,,,10.01,20830,0.3,8.11,8.68,9.27,10.75,13.1,16870,18060,19290,22360,27250,,,0,0-35-9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
0,USA, United States,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,412830,1.4,,,10.29,21400,0.4,8.15,8.72,9.27,10.85,14.04,16950,18140,19280,22560,29210,,,0,0-35-9010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
0,USA, United States,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,412830,1.4,,,10.29,21400,0.4,8.15,8.72,9.27,10.85,14.04,16950,18140,19280,22560,29210,,,0,0-35-9011,2014,415300,2024,440700,25400,6.1,23300,35-0000,Food Preparation and Serving Related ,35-9000,Other Food Preparation and Serving Related Workers,"Facilitate food service. Clean tables, remove dirty dishes, replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons.",35-2011,35-2021,35-3022,35-3031,35-3041,35-9031,37-2012,39-3031,39-3093,51-3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooks, Fast Food",Food Preparation Workers,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Waiters and Waitresses,"Food Servers, Nonrestaurant","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Maids and Housekeeping Cleaners,"Ushers, Lobby Attendants, and Ticket Takers","Locker Room, Coatroom, and Dressing Room Attendants","Meat, Poultry, and Fish Cutters and Trimmers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,35-9020,Dishwashers,broad,505000,0.9,,,9.79,20360,0.3,8.14,8.73,9.3,10.61,11.84,16920,18160,19340,22080,24630,,,0,0-35-9020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
0,USA, United States,35-9021,Dishwashers,detailed,505000,0.9,,,9.79,20360,0.3,8.14,8.73,9.3,10.61,11.84,16920,18160,19340,22080,24630,,,0,0-35-9021,2014,507400,2024,487900,-19500,-3.9,21930,35-0000,Food Preparation and Serving Related ,35-9000,Other Food Preparation and Serving Related Workers,"Clean dishes, kitchen, food preparation equipment, or utensils.",35-2021,35-3041,35-9011,37-2011,37-3011,39-2021,43-5081,51-3023,51-6021,51-9198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Preparation Workers,"Food Servers, Nonrestaurant",Dining Room and Cafeteria Attendants and Bartender Helpers,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Landscaping and Groundskeeping Workers,Nonfarm Animal Caretakers,Stock Clerks and Order Fillers,Slaughterers and Meat Packers,"Pressers, Textile, Garment, and Related Materials",Helpers--Production Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,391150,1.1,,,9.87,20530,0.3,8.03,8.58,9.22,10.68,13.07,16710,17840,19180,22210,27180,,,0,0-35-9030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
0,USA, United States,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,391150,1.1,,,9.87,20530,0.3,8.03,8.58,9.22,10.68,13.07,16710,17840,19180,22210,27180,,,0,0-35-9031,2014,376400,2024,393200,16700,4.4,28380,35-0000,Food Preparation and Serving Related ,35-9000,Other Food Preparation and Serving Related Workers,"Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service.",35-2011,35-3021,35-3022,35-3031,35-3041,35-9011,39-3031,39-3093,41-2011,43-5081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooks, Fast Food","Combined Food Preparation and Serving Workers, Including Fast Food","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Waiters and Waitresses,"Food Servers, Nonrestaurant",Dining Room and Cafeteria Attendants and Bartender Helpers,"Ushers, Lobby Attendants, and Ticket Takers","Locker Room, Coatroom, and Dressing Room Attendants",Cashiers,Stock Clerks and Order Fillers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,No formal educational credential,0,None,0,None,0,Non-STEM,1
0,USA, United States,35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,52470,4.6,,,11.09,23060,1.2,8.16,8.87,9.8,12.43,16.52,16970,18440,20380,25860,34370,,,0,0-35-9090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
0,USA, United States,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,52470,4.6,,,11.09,23060,1.2,8.16,8.87,9.8,12.43,16.52,16970,18440,20380,25860,34370,,,0,0-35-9099,2014,46100,2024,49600,3500,7.7,2660,35-0000,Food Preparation and Serving Related ,35-9000,Other Food Preparation and Serving Related Workers,All food preparation and serving related workers not listed separately.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4407050,0.3,,,13.02,27080,0.2,8.48,9.35,11.47,15.12,20.05,17650,19450,23860,31450,41690,,,0,0-37-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
0,USA, United States,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,270360,0.9,,,20.52,42680,0.4,11.63,14.53,18.96,24.96,31.88,24180,30220,39440,51930,66300,,,0,0-37-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
0,USA, United States,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,270360,0.9,,,20.52,42680,0.4,11.63,14.53,18.96,24.96,31.88,24180,30220,39440,51930,66300,,,0,0-37-1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
0,USA, United States,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,166920,1.1,,,19.26,40060,0.5,10.93,13.63,17.81,23.35,29.85,22740,28350,37050,48580,62080,,,0,0-37-1011,2014,247900,2024,262800,14900,6,5400,37-0000,Building and Grounds Cleaning and Maintenance ,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,"Directly supervise and coordinate work activities of cleaning personnel in hotels, hospitals, offices, and other establishments.",35-1011,35-1012,37-1012,41-1011,43-5071,43-9071,47-4091,51-1011,53-1011,53-1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chefs and Head Cooks,First-Line Supervisors of Food Preparation and Serving Workers,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",First-Line Supervisors of Retail Sales Workers,"Shipping, Receiving, and Traffic Clerks","Office Machine Operators, Except Computer",Segmental Pavers,First-Line Supervisors of Production and Operating Workers,Aircraft Cargo Handling Supervisors,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,High school diploma or equivalent,1,Less than 5 years,1,None,0,Non-STEM,1
0,USA, United States,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,103450,1.6,,,22.55,46900,0.6,13.05,16.31,21.15,27.48,34.8,27150,33920,43980,57150,72390,,,0,0-37-1012,2014,178000,2024,187400,9400,5.3,3900,37-0000,Building and Grounds Cleaning and Maintenance ,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,"Directly supervise and coordinate activities of workers engaged in landscaping or groundskeeping activities. Work may involve reviewing contracts to ascertain service, machine, and workforce requirements; answering inquiries from potential customers regarding methods, material, and price ranges; and preparing estimates according to labor, material, and machine costs.",37-1011,37-2021,45-1011,47-1011,47-4091,51-1011,53-1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First-Line Supervisors of Housekeeping and Janitorial Workers,Pest Control Workers,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",First-Line Supervisors of Construction Trades and Extraction Workers,Segmental Pavers,First-Line Supervisors of Production and Operating Workers,Aircraft Cargo Handling Supervisors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,High school diploma or equivalent,1,Less than 5 years,1,None,0,Non-STEM,1
0,USA, United States,37-2000,Building Cleaning and Pest Control Workers,minor,3159840,0.3,,,12.23,25440,0.2,8.35,9.16,10.93,14.27,18.42,17380,19040,22740,29680,38320,,,0,0-37-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
0,USA, United States,37-2010,Building Cleaning Workers,broad,3089590,0.4,,,12.14,25240,0.2,8.34,9.14,10.86,14.13,18.28,17350,19010,22590,29390,38020,,,0,0-37-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
0,USA, United States,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,2146880,0.5,,,12.59,26180,0.3,8.44,9.26,11.27,14.72,18.91,17550,19270,23440,30610,39320,,,0,0-37-2011,2014,2360600,2024,2496900,136300,5.8,60520,37-0000,Building and Grounds Cleaning and Maintenance ,37-2000,Building Cleaning and Pest Control Workers,"Keep buildings in clean and orderly condition. Perform heavy cleaning duties, such as cleaning floors, shampooing rugs, washing walls and glass, and removing rubbish. Duties may include tending furnace and boiler, performing routine maintenance activities, notifying management of need for repairs, and cleaning snow or debris from sidewalk.",35-2021,35-3041,35-9011,35-9021,37-2012,37-3011,39-2021,43-5081,47-3014,51-9198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Preparation Workers,"Food Servers, Nonrestaurant",Dining Room and Cafeteria Attendants and Bartender Helpers,Dishwashers,Maids and Housekeeping Cleaners,Landscaping and Groundskeeping Workers,Nonfarm Animal Caretakers,Stock Clerks and Order Fillers,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Helpers--Production Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,37-2012,Maids and Housekeeping Cleaners,detailed,926240,0.8,,,11.05,22990,0.4,8.18,8.87,9.97,12.07,16.05,17020,18450,20740,25100,33380,,,0,0-37-2012,2014,1457700,2024,1569400,111700,7.7,45940,37-0000,Building and Grounds Cleaning and Maintenance ,37-2000,Building Cleaning and Pest Control Workers,"Perform any combination of light cleaning duties to maintain private households or commercial establishments, such as hotels and hospitals, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning rooms and halls, and vacuuming.",35-2021,35-3041,35-9011,35-9021,37-2011,39-3093,45-2041,51-3022,51-6011,51-6021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Preparation Workers,"Food Servers, Nonrestaurant",Dining Room and Cafeteria Attendants and Bartender Helpers,Dishwashers,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Locker Room, Coatroom, and Dressing Room Attendants","Graders and Sorters, Agricultural Products","Meat, Poultry, and Fish Cutters and Trimmers",Laundry and Dry-Cleaning Workers,"Pressers, Textile, Garment, and Related Materials",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,37-2019,"Building Cleaning Workers, All Other",detailed,16480,12.8,,,14.52,30200,2.6,9.07,11.07,14.06,17.24,20.31,18870,23030,29250,35850,42240,,,0,0-37-2019,2014,16900,2024,17700,800,4.8,420,37-0000,Building and Grounds Cleaning and Maintenance ,37-2000,Building Cleaning and Pest Control Workers,All building cleaning workers not listed separately.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,37-2020,Pest Control Workers,broad,70250,1.8,,,16.39,34080,0.8,10.23,12.6,15.46,19.07,23.85,21270,26210,32160,39670,49600,,,0,0-37-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
0,USA, United States,37-2021,Pest Control Workers,detailed,70250,1.8,,,16.39,34080,0.8,10.23,12.6,15.46,19.07,23.85,21270,26210,32160,39670,49600,,,0,0-37-2021,2014,74100,2024,73200,-900,-1.2,1860,37-0000,Building and Grounds Cleaning and Maintenance ,37-2000,Building Cleaning and Pest Control Workers,Apply or release chemical solutions or toxic gases and set traps to kill or remove pests and vermin that infest buildings and surrounding areas.,17-3029,33-9011,37-1012,37-3012,37-3013,45-4011,47-4041,47-5031,49-3022,49-9094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Engineering Technicians, Except Drafters, All Other",Animal Control Workers,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","Pesticide Handlers, Sprayers, and Applicators, Vegetation",Tree Trimmers and Pruners,Forest and Conservation Workers,Hazardous Materials Removal Workers,"Explosives Workers, Ordnance Handling Experts, and Blasters",Automotive Glass Installers and Repairers,Locksmiths and Safe Repairers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,High school diploma or equivalent,1,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,37-3000,Grounds Maintenance Workers,minor,976840,0.5,,,13.5,28090,0.3,8.93,10.11,12.31,15.64,19.96,18570,21040,25610,32540,41510,,,0,0-37-3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
0,USA, United States,37-3010,Grounds Maintenance Workers,broad,976840,0.5,,,13.5,28090,0.3,8.93,10.11,12.31,15.64,19.96,18570,21040,25610,32540,41510,,,0,0-37-3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
0,USA, United States,37-3011,Landscaping and Groundskeeping Workers,detailed,895600,0.6,,,13.2,27460,0.3,8.87,10.01,12.03,15.08,19,18460,20820,25030,31370,39520,,,0,0-37-3011,2014,1167800,2024,1239600,71700,6.1,28230,37-0000,Building and Grounds Cleaning and Maintenance ,37-3000,Grounds Maintenance Workers,"Landscape or maintain grounds of property using hand or power tools or equipment. Workers typically perform a variety of tasks, which may include any combination of the following: sod laying, mowing, trimming, planting, watering, fertilizing, digging, raking, sprinkler installation, and installation of mortarless segmental concrete masonry wall units.",37-2011,45-2092,45-2093,45-4022,47-2061,47-2151,47-4031,47-5051,49-3093,51-9198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farmworkers, Farm, Ranch, and Aquacultural Animals",Logging Equipment Operators,Construction Laborers,Pipelayers,Fence Erectors,"Rock Splitters, Quarry",Tire Repairers and Changers,Helpers--Production Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,No formal educational credential,0,None,0,Short-term on-the-job training,1,Non-STEM,1
